Gene ID	Transcript ID	StringTie ID	Chr	Location	Length	Classification	Exon number
BnaA07LNG0004300	BnaA07LNG0004300.1	MSTRG.26403.1	chrA07	15732806-15733340	534	u	1
BnaA07LNG0004400	BnaA07LNG0004400.1	MSTRG.26434.1	chrA07	15910833-15911867	1034	u	1
BnaA07LNG0004500	BnaA07LNG0004500.1	MSTRG.26505.1	chrA07	16298523-16299910	1387	u	1
BnaA07LNG0004600	BnaA07LNG0004600.1	MSTRG.26642.1	chrA07	16949825-16950158	333	u	1
BnaA07LNG0004700	BnaA07LNG0004700.1	MSTRG.26682.1	chrA07	17130148-17130623	475	u	1
BnaA07LNG0004800	BnaA07LNG0004800.1	MSTRG.26699.1	chrA07	17418201-17418932	731	u	1
BnaA07LNG0004900	BnaA07LNG0004900.1	MSTRG.26711.1	chrA07	17463707-17464096	389	u	1
BnaA07LNG0005000	BnaA07LNG0005000.1	MSTRG.26712.1	chrA07	17466311-17468115	1804	u	1
BnaA07LNG0005100	BnaA07LNG0005100.1	MSTRG.26815.3	chrA07	17909885-17911372	1487	u	2
BnaA07LNG0005200	BnaA07LNG0005200.1	MSTRG.26815.5	chrA07	17909973-17911372	1399	u	2
BnaA07LNG0005300	BnaA07LNG0005300.1	MSTRG.26850.1	chrA07	18154837-18158349	3512	u	1
BnaA07LNG0005400	BnaA07LNG0005400.1	MSTRG.26853.1	chrA07	18171796-18174434	2638	u	1
BnaA07LNG0005500	BnaA07LNG0005500.1	MSTRG.26861.1	chrA07	18212314-18212640	326	u	1
BnaA07LNG0005600	BnaA07LNG0005600.1	MSTRG.26889.1	chrA07	18377921-18379459	1538	u	1
BnaA07LNG0005700	BnaA07LNG0005700.1	MSTRG.26902.2	chrA07	18453987-18455527	1540	o	2
BnaA07LNG0005800	BnaA07LNG0005800.1	MSTRG.26899.1	chrA07	18459081-18459828	747	u	1
BnaA07LNG0005900	BnaA07LNG0005900.1	MSTRG.26942.1	chrA07	18724899-18725456	557	u	1
BnaA07LNG0006000	BnaA07LNG0006000.1	MSTRG.27025.1	chrA07	19156298-19157239	941	u	1
BnaA07LNG0006100	BnaA07LNG0006100.1	MSTRG.27109.1	chrA07	19641212-19641668	456	i	1
BnaA07LNG0006200	BnaA07LNG0006200.1	MSTRG.27149.1	chrA07	19819731-19820411	680	u	1
BnaA07LNG0006300	BnaA07LNG0006300.1	MSTRG.27173.1	chrA07	19975635-19976081	446	u	1
BnaA07LNG0006400	BnaA07LNG0006400.1	MSTRG.27185.1	chrA07	20087916-20088652	736	u	1
BnaA07LNG0006500	BnaA07LNG0006500.1	MSTRG.27201.1	chrA07	20135384-20137923	2539	u	2
BnaA07LNG0006600	BnaA07LNG0006600.1	MSTRG.27207.1	chrA07	20161737-20164686	2949	u	1
BnaA07LNG0006700	BnaA07LNG0006700.1	MSTRG.27224.1	chrA07	20255984-20257643	1659	u	1
BnaA07LNG0006800	BnaA07LNG0006800.1	MSTRG.27248.1	chrA07	20398328-20398582	254	u	1
BnaA07LNG0006900	BnaA07LNG0006900.1	MSTRG.27256.1	chrA07	20409281-20410002	721	u	1
BnaA07LNG0007000	BnaA07LNG0007000.1	MSTRG.27278.1	chrA07	20572743-20574237	1494	u	2
BnaA07LNG0007100	BnaA07LNG0007100.1	MSTRG.27320.1	chrA07	21078974-21079315	341	u	1
BnaA07LNG0007200	BnaA07LNG0007200.1	MSTRG.27422.1	chrA07	21454349-21454935	586	u	1
BnaA07LNG0007300	BnaA07LNG0007300.1	MSTRG.27538.7	chrA07	22075286-22076303	1017	o	2
BnaA07LNG0007400	BnaA07LNG0007400.1	MSTRG.27660.1	chrA07	22744720-22747326	2606	u	1
BnaA07LNG0007500	BnaA07LNG0007500.1	MSTRG.27667.1	chrA07	22762344-22762694	350	u	1
BnaA07LNG0007600	BnaA07LNG0007600.1	MSTRG.27670.1	chrA07	22775948-22777136	1188	u	1
BnaA07LNG0007700	BnaA07LNG0007700.1	MSTRG.27819.1	chrA07	23627025-23628502	1477	o	2
BnaA07LNG0007800	BnaA07LNG0007800.1	MSTRG.27889.1	chrA07	23971912-23973352	1440	u	1
BnaA07LNG0007900	BnaA07LNG0007900.1	MSTRG.27910.1	chrA07_random	71883-72154	271	i	1
BnaA07LNG0008000	BnaA07LNG0008000.1	MSTRG.27936.1	chrA07_random	334464-335183	719	u	1
BnaA07LNG0008100	BnaA07LNG0008100.1	MSTRG.28042.1	chrA07_random	1042379-1044477	2098	u	1
BnaA07LNG0008200	BnaA07LNG0008200.1	MSTRG.28086.2	chrA07_random	1282270-1283111	841	o	2
BnaA07LNG0008300	BnaA07LNG0008300.1	MSTRG.28092.1	chrA07_random	1311756-1312940	1184	o	2
BnaA07LNG0008400	BnaA07LNG0008400.1	MSTRG.28188.1	chrA07_random	1744861-1745751	890	u	1
BnaA07LNG0008500	BnaA07LNG0008500.1	MSTRG.28194.1	chrA07_random	1768233-1769310	1077	u	1
BnaA07LNG0008600	BnaA07LNG0008600.1	MSTRG.28204.1	chrA07_random	1821803-1824350	2547	u	1
BnaA08LNG0000100	BnaA08LNG0000100.1	MSTRG.28348.1	chrA08	793627-794923	1296	u	1
BnaA08LNG0000200	BnaA08LNG0000200.1	MSTRG.28377.1	chrA08	1002585-1003060	475	u	1
BnaA08LNG0000300	BnaA08LNG0000300.1	MSTRG.28378.1	chrA08	1006576-1007383	807	u	1
BnaA08LNG0000400	BnaA08LNG0000400.1	MSTRG.28465.1	chrA08	1716454-1717769	1315	u	1
BnaA08LNG0000500	BnaA08LNG0000500.1	MSTRG.28484.1	chrA08	1834933-1835907	974	u	1
BnaA08LNG0000600	BnaA08LNG0000600.1	MSTRG.28523.1	chrA08	2041378-2042887	1509	u	1
BnaA08LNG0000700	BnaA08LNG0000700.1	MSTRG.28548.1	chrA08	2200726-2201367	641	u	1
BnaA08LNG0000800	BnaA08LNG0000800.1	MSTRG.28618.1	chrA08	2750837-2752025	1188	i	1
BnaA08LNG0000900	BnaA08LNG0000900.1	MSTRG.28738.1	chrA08	3767081-3768079	998	u	1
BnaA08LNG0001000	BnaA08LNG0001000.1	MSTRG.28762.1	chrA08	3908324-3911009	2685	u	1
BnaA08LNG0001100	BnaA08LNG0001100.1	MSTRG.28798.1	chrA08	4367118-4367744	626	u	1
BnaA08LNG0001200	BnaA08LNG0001200.1	MSTRG.28833.1	chrA08	4681888-4683383	1495	u	1
BnaA08LNG0001300	BnaA08LNG0001300.1	MSTRG.28866.1	chrA08	5182383-5185630	3247	u	1
BnaA08LNG0001400	BnaA08LNG0001400.1	MSTRG.28888.1	chrA08	5407708-5407937	229	u	1
BnaA08LNG0001500	BnaA08LNG0001500.1	MSTRG.28917.1	chrA08	5547335-5548051	716	u	1
BnaA08LNG0001600	BnaA08LNG0001600.1	MSTRG.28939.1	chrA08	5704875-5706418	1543	u	1
BnaA08LNG0001700	BnaA08LNG0001700.1	MSTRG.28961.1	chrA08	5925792-5927105	1313	u	1
BnaA08LNG0001800	BnaA08LNG0001800.1	MSTRG.28966.1	chrA08	5946037-5946618	581	u	1
BnaA08LNG0001900	BnaA08LNG0001900.1	MSTRG.29048.1	chrA08	6630710-6631155	445	u	1
BnaA08LNG0002000	BnaA08LNG0002000.1	MSTRG.29095.3	chrA08	6940580-6942460	1880	o	2
BnaA08LNG0002100	BnaA08LNG0002100.1	MSTRG.29100.1	chrA08	7048672-7049310	638	u	1
BnaA08LNG0002200	BnaA08LNG0002200.1	MSTRG.29153.1	chrA08	7504386-7504820	434	u	1
BnaA08LNG0002300	BnaA08LNG0002300.1	MSTRG.29191.1	chrA08	7749926-7751498	1572	u	1
BnaA08LNG0002400	BnaA08LNG0002400.1	MSTRG.29197.1	chrA08	7783422-7785002	1580	u	1
BnaA08LNG0002500	BnaA08LNG0002500.1	MSTRG.29303.1	chrA08	8583969-8584210	241	u	1
BnaA08LNG0002600	BnaA08LNG0002600.1	MSTRG.29329.1	chrA08	8803383-8807661	4278	o	2
BnaA08LNG0002700	BnaA08LNG0002700.1	MSTRG.29372.3	chrA08	9173216-9173806	590	o	2
BnaA08LNG0002800	BnaA08LNG0002800.1	MSTRG.29442.1	chrA08	9598146-9599858	1712	x	2
BnaA08LNG0002900	BnaA08LNG0002900.1	MSTRG.29539.1	chrA08	10117368-10117784	416	u	1
BnaA08LNG0003000	BnaA08LNG0003000.1	MSTRG.29678.1	chrA08	10959502-10960833	1331	u	2
BnaA08LNG0003100	BnaA08LNG0003100.1	MSTRG.29728.1	chrA08	11261083-11261341	258	u	1
BnaA08LNG0003200	BnaA08LNG0003200.1	MSTRG.29808.1	chrA08	11805859-11808975	3116	u	1
BnaA08LNG0003300	BnaA08LNG0003300.1	MSTRG.29884.1	chrA08	12254695-12255144	449	u	1
BnaA08LNG0003400	BnaA08LNG0003400.1	MSTRG.29888.1	chrA08	12289767-12290799	1032	u	1
BnaA08LNG0003500	BnaA08LNG0003500.1	MSTRG.29951.1	chrA08	12583609-12584006	397	u	1
BnaA08LNG0003600	BnaA08LNG0003600.1	MSTRG.29954.1	chrA08	12614277-12614688	411	u	1
BnaA08LNG0003700	BnaA08LNG0003700.1	MSTRG.30013.1	chrA08	12872766-12873195	429	u	1
BnaA08LNG0003800	BnaA08LNG0003800.1	MSTRG.30028.1	chrA08	12947028-12948497	1469	u	1
BnaA08LNG0003900	BnaA08LNG0003900.1	MSTRG.30040.1	chrA08	13007686-13007979	293	u	1
BnaA08LNG0004000	BnaA08LNG0004000.1	MSTRG.30092.1	chrA08	13274597-13275967	1370	u	1
BnaA08LNG0004100	BnaA08LNG0004100.1	MSTRG.30201.1	chrA08	13841395-13841735	340	u	1
BnaA08LNG0004200	BnaA08LNG0004200.1	MSTRG.30210.1	chrA08	13909061-13910114	1053	u	1
BnaA08LNG0004300	BnaA08LNG0004300.1	MSTRG.30239.1	chrA08	14000321-14001735	1414	u	1
BnaA08LNG0004400	BnaA08LNG0004400.1	MSTRG.30645.1	chrA08	16316390-16316875	485	u	1
BnaA08LNG0004500	BnaA08LNG0004500.1	MSTRG.30935.2	chrA08	17790561-17791991	1430	o	2
BnaA08LNG0004600	BnaA08LNG0004600.1	MSTRG.31083.1	chrA08	18709193-18709659	466	u	1
BnaA08LNG0004700	BnaA08LNG0004700.1	MSTRG.31120.1	chrA08	18854068-18856934	2866	o	5
BnaA08LNG0004800	BnaA08LNG0004800.1	MSTRG.31163.1	chrA08_random	176449-180659	4210	u	1
BnaA08LNG0004900	BnaA08LNG0004900.1	MSTRG.31167.1	chrA08_random	206825-207731	906	u	1
BnaA08LNG0005000	BnaA08LNG0005000.1	MSTRG.31208.1	chrA08_random	622738-623657	919	u	1
BnaA08LNG0005100	BnaA08LNG0005100.1	MSTRG.31239.1	chrA08_random	1072744-1073959	1215	u	1
BnaA08LNG0005200	BnaA08LNG0005200.1	MSTRG.31247.1	chrA08_random	1130746-1131305	559	u	1
BnaA08LNG0005300	BnaA08LNG0005300.1	MSTRG.31248.1	chrA08_random	1135972-1136567	595	u	1
BnaA08LNG0005400	BnaA08LNG0005400.1	MSTRG.31287.1	chrA08_random	1386146-1386778	632	u	1
BnaA08LNG0005500	BnaA08LNG0005500.1	MSTRG.31300.3	chrA08_random	1468923-1469443	520	o	3
BnaA09LNG0000100	BnaA09LNG0000100.1	MSTRG.31468.4	chrA09	113087-115554	2467	o	2
BnaA09LNG0000200	BnaA09LNG0000200.1	MSTRG.31611.1	chrA09	1376640-1377160	520	u	1
BnaA09LNG0000300	BnaA09LNG0000300.1	MSTRG.31717.1	chrA09	1774189-1774871	682	o	2
BnaA09LNG0000400	BnaA09LNG0000400.1	MSTRG.31817.1	chrA09	1980061-1982493	2432	o	2
BnaA09LNG0000500	BnaA09LNG0000500.1	MSTRG.31989.3	chrA09	3137359-3142659	5300	o	3
BnaA09LNG0000600	BnaA09LNG0000600.1	MSTRG.32005.1	chrA09	3250566-3251811	1245	u	1
BnaA09LNG0000700	BnaA09LNG0000700.1	MSTRG.32049.1	chrA09	3471589-3472644	1055	u	1
BnaA09LNG0000800	BnaA09LNG0000800.1	MSTRG.32050.1	chrA09	3476023-3476477	454	u	1
BnaA09LNG0000900	BnaA09LNG0000900.1	MSTRG.32072.1	chrA09	3594803-3595964	1161	u	1
BnaA09LNG0001000	BnaA09LNG0001000.1	MSTRG.32181.1	chrA09	4142458-4143294	836	u	1
BnaA09LNG0001100	BnaA09LNG0001100.1	MSTRG.32183.1	chrA09	4147503-4147831	328	u	1
BnaA09LNG0001200	BnaA09LNG0001200.1	MSTRG.32185.1	chrA09	4148424-4149035	611	u	1
BnaA09LNG0001300	BnaA09LNG0001300.1	MSTRG.32203.1	chrA09	4240741-4241342	601	u	1
BnaA09LNG0001400	BnaA09LNG0001400.1	MSTRG.32252.1	chrA09	4510276-4511671	1395	o	2
BnaA09LNG0001500	BnaA09LNG0001500.1	MSTRG.32261.1	chrA09	4551933-4553173	1240	u	1
BnaA09LNG0001600	BnaA09LNG0001600.1	MSTRG.32343.1	chrA09	5117024-5117830	806	u	1
BnaA09LNG0001700	BnaA09LNG0001700.1	MSTRG.32472.1	chrA09	6405593-6406162	569	u	1
BnaA09LNG0001800	BnaA09LNG0001800.1	MSTRG.32575.1	chrA09	6605629-6606232	603	u	1
BnaA09LNG0001900	BnaA09LNG0001900.1	MSTRG.32608.1	chrA09	6786596-6788174	1578	u	1
BnaA09LNG0002000	BnaA09LNG0002000.1	MSTRG.32616.1	chrA09	6815167-6815458	291	u	1
BnaA09LNG0002100	BnaA09LNG0002100.1	MSTRG.32651.1	chrA09	7048351-7048902	551	u	1
BnaA09LNG0002200	BnaA09LNG0002200.1	MSTRG.32685.1	chrA09	7225728-7226335	607	u	1
BnaA09LNG0002300	BnaA09LNG0002300.1	MSTRG.32709.1	chrA09	7401412-7403841	2429	u	1
BnaA09LNG0002400	BnaA09LNG0002400.1	MSTRG.32718.2	chrA09	7520220-7521948	1728	u	2
BnaA09LNG0002500	BnaA09LNG0002500.1	MSTRG.32801.1	chrA09	8034463-8035902	1439	u	1
BnaA09LNG0002600	BnaA09LNG0002600.1	MSTRG.32930.1	chrA09	9025397-9026110	713	u	1
BnaA09LNG0002700	BnaA09LNG0002700.1	MSTRG.32950.1	chrA09	9177910-9178242	332	u	1
BnaA09LNG0002800	BnaA09LNG0002800.1	MSTRG.32958.1	chrA09	9206410-9208372	1962	u	2
BnaA09LNG0002900	BnaA09LNG0002900.1	MSTRG.32965.1	chrA09	9407812-9408416	604	u	1
BnaA09LNG0003000	BnaA09LNG0003000.1	MSTRG.33023.1	chrA09	9711073-9712166	1093	u	1
BnaA09LNG0003100	BnaA09LNG0003100.1	MSTRG.33048.1	chrA09	9926585-9927012	427	u	1
BnaA09LNG0003200	BnaA09LNG0003200.1	MSTRG.33124.1	chrA09	10433966-10434392	426	u	1
BnaA09LNG0003300	BnaA09LNG0003300.1	MSTRG.33166.1	chrA09	10803349-10803631	282	u	1
BnaA09LNG0003400	BnaA09LNG0003400.1	MSTRG.33227.1	chrA09	11245706-11246022	316	u	1
BnaA09LNG0003500	BnaA09LNG0003500.1	MSTRG.33233.1	chrA09	11264294-11265037	743	u	1
BnaA09LNG0003600	BnaA09LNG0003600.1	MSTRG.33274.1	chrA09	11528168-11529901	1733	u	1
BnaA09LNG0003700	BnaA09LNG0003700.1	MSTRG.33275.1	chrA09	11534785-11535006	221	u	1
BnaA09LNG0003800	BnaA09LNG0003800.1	MSTRG.33289.1	chrA09	11655997-11656748	751	u	1
BnaA09LNG0003900	BnaA09LNG0003900.1	MSTRG.33331.1	chrA09	11902973-11903322	349	u	1
BnaA09LNG0004000	BnaA09LNG0004000.1	MSTRG.33360.1	chrA09	12148626-12149645	1019	u	1
BnaA09LNG0004100	BnaA09LNG0004100.1	MSTRG.33399.1	chrA09	12518324-12521784	3460	u	1
BnaA09LNG0004200	BnaA09LNG0004200.1	MSTRG.33532.1	chrA09	13404738-13406179	1441	u	1
BnaA09LNG0004300	BnaA09LNG0004300.1	MSTRG.33545.1	chrA09	13446539-13447334	795	u	1
BnaA09LNG0004400	BnaA09LNG0004400.1	MSTRG.33552.1	chrA09	13791473-13792221	748	u	1
BnaA09LNG0004500	BnaA09LNG0004500.1	MSTRG.33604.1	chrA09	13865176-13865499	323	u	1
BnaA09LNG0004600	BnaA09LNG0004600.1	MSTRG.33605.1	chrA09	13872602-13873084	482	u	1
BnaA09LNG0004700	BnaA09LNG0004700.1	MSTRG.33629.2	chrA09	14139259-14140779	1520	o	2
BnaA09LNG0004800	BnaA09LNG0004800.1	MSTRG.33689.1	chrA09	14497340-14498064	724	u	1
BnaA09LNG0004900	BnaA09LNG0004900.1	MSTRG.33693.1	chrA09	14519313-14520665	1352	u	1
BnaA09LNG0005000	BnaA09LNG0005000.1	MSTRG.33755.1	chrA09	14844285-14847779	3494	o	3
BnaA09LNG0005100	BnaA09LNG0005100.1	MSTRG.33755.4	chrA09	14845758-14847197	1439	o	2
BnaA09LNG0005200	BnaA09LNG0005200.1	MSTRG.33756.1	chrA09	14848773-14851628	2855	o	2
BnaA09LNG0005300	BnaA09LNG0005300.1	MSTRG.33838.1	chrA09	15626862-15627688	826	u	1
BnaA09LNG0005400	BnaA09LNG0005400.1	MSTRG.33888.1	chrA09	15900678-15901722	1044	u	1
BnaA09LNG0005500	BnaA09LNG0005500.1	MSTRG.33947.1	chrA09	16261382-16261781	399	u	1
BnaA09LNG0005600	BnaA09LNG0005600.1	MSTRG.33994.1	chrA09	16526426-16526959	533	u	1
BnaA09LNG0005700	BnaA09LNG0005700.1	MSTRG.34020.1	chrA09	16693055-16693814	759	u	1
BnaA09LNG0005800	BnaA09LNG0005800.1	MSTRG.34026.1	chrA09	16717572-16718894	1322	u	1
BnaA09LNG0005900	BnaA09LNG0005900.1	MSTRG.34056.1	chrA09	16924457-16925102	645	u	1
BnaA09LNG0006000	BnaA09LNG0006000.1	MSTRG.34209.1	chrA09	18448918-18449644	726	u	1
BnaA09LNG0006100	BnaA09LNG0006100.1	MSTRG.34233.1	chrA09	18707083-18709899	2816	u	1
BnaA09LNG0006200	BnaA09LNG0006200.1	MSTRG.34287.1	chrA09	19154263-19154680	417	u	1
BnaA09LNG0006300	BnaA09LNG0006300.1	MSTRG.34301.1	chrA09	19269833-19270869	1036	u	1
BnaA09LNG0006400	BnaA09LNG0006400.1	MSTRG.34314.1	chrA09	19349716-19350488	772	u	1
BnaA09LNG0006500	BnaA09LNG0006500.1	MSTRG.34319.1	chrA09	19378567-19379116	549	u	1
BnaA09LNG0006600	BnaA09LNG0006600.1	MSTRG.34349.1	chrA09	19612887-19613372	485	u	1
BnaA09LNG0006700	BnaA09LNG0006700.1	MSTRG.34427.1	chrA09	20207811-20208373	562	u	1
BnaA09LNG0006800	BnaA09LNG0006800.1	MSTRG.34440.1	chrA09	20261250-20261622	372	u	1
BnaA09LNG0006900	BnaA09LNG0006900.1	MSTRG.34509.1	chrA09	20742289-20742592	303	u	1
BnaA09LNG0007000	BnaA09LNG0007000.1	MSTRG.34610.1	chrA09	21541613-21542110	497	u	1
BnaA09LNG0007100	BnaA09LNG0007100.1	MSTRG.34641.1	chrA09	21720035-21722525	2490	u	1
BnaA09LNG0007200	BnaA09LNG0007200.1	MSTRG.34647.1	chrA09	21744795-21745780	985	u	1
BnaA09LNG0007300	BnaA09LNG0007300.1	MSTRG.34691.1	chrA09	21983750-21985196	1446	u	1
BnaA09LNG0007400	BnaA09LNG0007400.1	MSTRG.34797.1	chrA09	22821770-22832731	10961	u	1
BnaA09LNG0007500	BnaA09LNG0007500.1	MSTRG.34841.1	chrA09	22930489-22930988	499	u	1
BnaA09LNG0007600	BnaA09LNG0007600.1	MSTRG.34853.1	chrA09	23004752-23005691	939	u	1
BnaA09LNG0007700	BnaA09LNG0007700.1	MSTRG.34855.1	chrA09	23026303-23026625	322	u	1
BnaA09LNG0007800	BnaA09LNG0007800.1	MSTRG.34887.1	chrA09	23234732-23237786	3054	o	3
BnaA09LNG0007900	BnaA09LNG0007900.1	MSTRG.34879.1	chrA09	23302362-23304872	2510	u	1
BnaA09LNG0008000	BnaA09LNG0008000.1	MSTRG.34902.1	chrA09	23356443-23358677	2234	u	1
BnaA09LNG0008100	BnaA09LNG0008100.1	MSTRG.34956.1	chrA09	23715978-23718517	2539	u	1
BnaA09LNG0008200	BnaA09LNG0008200.1	MSTRG.35077.1	chrA09	24446131-24446763	632	u	1
BnaA09LNG0008300	BnaA09LNG0008300.1	MSTRG.35084.1	chrA09	24467265-24468407	1142	o	2
BnaA09LNG0008400	BnaA09LNG0008400.1	MSTRG.35125.1	chrA09	24724355-24724950	595	o	2
BnaA09LNG0008500	BnaA09LNG0008500.1	MSTRG.35271.1	chrA09	25666336-25666981	645	u	1
BnaA09LNG0008600	BnaA09LNG0008600.1	MSTRG.35302.1	chrA09	25828238-25829460	1222	i	1
BnaA09LNG0008700	BnaA09LNG0008700.1	MSTRG.35340.1	chrA09	26099412-26101622	2210	u	2
BnaA09LNG0008800	BnaA09LNG0008800.1	MSTRG.35360.1	chrA09	26246352-26247037	685	u	1
BnaA09LNG0008900	BnaA09LNG0008900.1	MSTRG.35455.1	chrA09	26821101-26821949	848	u	1
BnaA09LNG0009000	BnaA09LNG0009000.1	MSTRG.35527.1	chrA09	27393699-27393907	208	u	1
BnaA09LNG0009100	BnaA09LNG0009100.1	MSTRG.35664.1	chrA09	28076118-28077664	1546	o	3
BnaA09LNG0009200	BnaA09LNG0009200.1	MSTRG.35697.3	chrA09	28195581-28196463	882	o	2
BnaA09LNG0009300	BnaA09LNG0009300.1	MSTRG.35948.1	chrA09	29676623-29678407	1784	u	1
BnaA09LNG0009400	BnaA09LNG0009400.1	MSTRG.35952.1	chrA09	29688107-29689883	1776	o	2
BnaA09LNG0009500	BnaA09LNG0009500.1	MSTRG.36006.1	chrA09	30001939-30004324	2385	u	2
BnaA09LNG0009600	BnaA09LNG0009600.1	MSTRG.36013.1	chrA09	30105470-30106479	1009	u	1
BnaA09LNG0009700	BnaA09LNG0009700.1	MSTRG.36036.1	chrA09	30137823-30139222	1399	u	1
BnaA09LNG0009800	BnaA09LNG0009800.1	MSTRG.36100.1	chrA09	30412986-30413343	357	u	1
BnaA09LNG0009900	BnaA09LNG0009900.1	MSTRG.36130.1	chrA09	30650907-30652277	1370	u	1
BnaA09LNG0010000	BnaA09LNG0010000.1	MSTRG.36153.1	chrA09	30737669-30738890	1221	u	1
BnaA09LNG0010100	BnaA09LNG0010100.1	MSTRG.36218.1	chrA09	31315484-31315958	474	u	1
BnaA09LNG0010200	BnaA09LNG0010200.1	MSTRG.36310.1	chrA09	31752424-31755870	3423	u	1
BnaA09LNG0010300	BnaA09LNG0010300.1	MSTRG.36358.1	chrA09	32102895-32105178	2283	u	1
BnaA09LNG0010400	BnaA09LNG0010400.1	MSTRG.36379.1	chrA09	32212519-32213148	629	u	1
BnaA09LNG0010500	BnaA09LNG0010500.1	MSTRG.36452.1	chrA09	32631837-32632435	598	u	1
BnaA09LNG0010600	BnaA09LNG0010600.1	MSTRG.36517.1	chrA09	33035177-33036590	1413	u	1
BnaA09LNG0010700	BnaA09LNG0010700.1	MSTRG.36586.1	chrA09	33448840-33449575	735	u	1
BnaA09LNG0010800	BnaA09LNG0010800.1	MSTRG.36634.1	chrA09	33704477-33704999	522	u	1
BnaA09LNG0010900	BnaA09LNG0010900.1	MSTRG.36661.1	chrA09	33800455-33801808	1353	u	1
BnaA09LNG0011000	BnaA09LNG0011000.1	MSTRG.36784.1	chrA09_random	682522-682855	333	u	1
BnaA09LNG0011100	BnaA09LNG0011100.1	MSTRG.36854.1	chrA09_random	1483867-1485147	1280	u	1
BnaA09LNG0011200	BnaA09LNG0011200.1	MSTRG.36887.1	chrA09_random	1655396-1655938	542	u	1
BnaA09LNG0011300	BnaA09LNG0011300.1	MSTRG.36910.1	chrA09_random	2109953-2110922	969	u	1
BnaA09LNG0011400	BnaA09LNG0011400.1	MSTRG.37107.1	chrA09_random	3323188-3323747	559	u	1
BnaA09LNG0011500	BnaA09LNG0011500.1	MSTRG.37134.1	chrA09_random	3644347-3645526	1179	u	1
BnaA10LNG0000100	BnaA10LNG0000100.1	MSTRG.37260.2	chrA10	103726-105385	1659	o	2
BnaA10LNG0000200	BnaA10LNG0000200.1	MSTRG.37318.1	chrA10	477140-478335	1195	u	1
BnaA10LNG0000300	BnaA10LNG0000300.1	MSTRG.37486.1	chrA10	1504180-1504474	294	u	1
BnaA10LNG0000400	BnaA10LNG0000400.1	MSTRG.37625.1	chrA10	2383839-2385822	1983	o	4
BnaA10LNG0000500	BnaA10LNG0000500.1	MSTRG.37792.1	chrA10	3729267-3729867	600	u	1
BnaA10LNG0000600	BnaA10LNG0000600.1	MSTRG.37802.1	chrA10	3801285-3801754	469	u	1
BnaA10LNG0000700	BnaA10LNG0000700.1	MSTRG.37873.1	chrA10	4648411-4648734	323	u	1
BnaA10LNG0000800	BnaA10LNG0000800.1	MSTRG.37991.1	chrA10	5578179-5578539	360	u	1
BnaA10LNG0000900	BnaA10LNG0000900.1	MSTRG.37994.1	chrA10	5610145-5611016	871	u	1
BnaA10LNG0001000	BnaA10LNG0001000.1	MSTRG.37997.1	chrA10	5614896-5615826	930	u	1
BnaA10LNG0001100	BnaA10LNG0001100.1	MSTRG.38008.1	chrA10	5654520-5655339	819	u	1
BnaA10LNG0001200	BnaA10LNG0001200.1	MSTRG.38010.1	chrA10	5660405-5661120	715	u	1
BnaA10LNG0001300	BnaA10LNG0001300.1	MSTRG.38012.1	chrA10	5665455-5666142	687	u	1
BnaA10LNG0001400	BnaA10LNG0001400.1	MSTRG.38013.1	chrA10	5667076-5672215	5139	u	1
BnaA10LNG0001500	BnaA10LNG0001500.1	MSTRG.38041.1	chrA10	5894896-5902570	7674	u	1
BnaA10LNG0001600	BnaA10LNG0001600.1	MSTRG.38087.1	chrA10	6220204-6223208	3004	u	1
BnaA10LNG0001700	BnaA10LNG0001700.1	MSTRG.38112.1	chrA10	6390750-6391376	626	u	1
BnaA10LNG0001800	BnaA10LNG0001800.1	MSTRG.38113.1	chrA10	6413248-6413864	616	u	1
BnaA10LNG0001900	BnaA10LNG0001900.1	MSTRG.38141.1	chrA10	6672132-6672672	540	u	1
BnaA10LNG0002000	BnaA10LNG0002000.1	MSTRG.38144.1	chrA10	6678012-6678640	628	u	1
BnaA10LNG0002100	BnaA10LNG0002100.1	MSTRG.38177.1	chrA10	7087032-7087894	862	u	1
BnaA10LNG0002200	BnaA10LNG0002200.1	MSTRG.38198.1	chrA10	7174410-7174976	566	u	1
BnaA10LNG0002300	BnaA10LNG0002300.1	MSTRG.38271.1	chrA10	7707987-7710879	2892	u	1
BnaA10LNG0002400	BnaA10LNG0002400.1	MSTRG.38290.1	chrA10	7873965-7874774	809	u	1
BnaA10LNG0002500	BnaA10LNG0002500.1	MSTRG.38298.1	chrA10	8016150-8016911	761	u	1
BnaA10LNG0002600	BnaA10LNG0002600.1	MSTRG.38314.1	chrA10	8151077-8151442	365	u	1
BnaA10LNG0002700	BnaA10LNG0002700.1	MSTRG.38437.1	chrA10	8977201-8982429	5228	u	1
BnaA10LNG0002800	BnaA10LNG0002800.1	MSTRG.38638.1	chrA10	10493427-10494066	639	u	1
BnaA10LNG0002900	BnaA10LNG0002900.1	MSTRG.38639.1	chrA10	10504701-10504935	234	u	1
BnaA10LNG0003000	BnaA10LNG0003000.1	MSTRG.38897.1	chrA10	12234335-12235613	1278	u	3
BnaA10LNG0003100	BnaA10LNG0003100.1	MSTRG.38898.1	chrA10	12280630-12286348	5718	u	1
BnaA10LNG0003200	BnaA10LNG0003200.1	MSTRG.39136.1	chrA10	13603294-13607825	4531	u	2
