Query	Length_Query	Target	Length_Target	dG	ndG	Start_Position_Query	End_Position_Query	Start_Position_Target	End_Position_Target
BnaC02LNG0003600	 521	BnaC02g19630D	 105	-10.20	 -0.1172	165	269	1	105
BnaC02LNG0003700	 453	BnaC02g19730D	 63	-6.28	 -0.1460	282	344	1	63
BnaC02LNG0003800	 832	BnaC02g19840D	 84	-8.91	 -0.1310	664	747	1	84
BnaC02LNG0004100	 444	BnaC02g21460D	 462	-7.38	 -0.1101	1	110	353	462
BnaC02LNG0004300	 2979	BnaC02g21960D	 168	-16.61	 -0.1086	1020	1187	1	168
BnaC02LNG0004400	 3456	BnaC02g21960D	 168	-16.61	 -0.1086	985	1152	1	168
BnaC02LNG0004500	 5043	BnaC02g21960D	 168	-16.61	 -0.1086	881	1048	1	168
BnaC02LNG0004600	 550	BnaC02g23460D	 453	-7.87	 -0.1009	472	550	1	79
BnaC02LNG0005100	 1154	BnaC02g24430D	 189	-12.68	 -0.1048	365	553	1	189
BnaC02LNG0005100	 1154	BnaC02g24470D	 57	-8.54	 -0.2083	564	620	1	57
BnaC02LNG0005200	 365	BnaC02g24380D	 1161	-5.88	 -0.2100	1	54	1108	1161
BnaC02LNG0005200	 365	BnaC02g24390D	 597	-7.46	 -0.2487	1	50	548	597
BnaC02LNG0005200	 365	BnaC02g24420D	 978	-12.43	 -0.1243	1	115	864	978
BnaC02LNG0005200	 365	BnaC02g24450D	 1323	-6.05	 -0.5500	1	23	1301	1323
BnaC02LNG0005200	 365	BnaC02g24460D	 810	-5.59	 -0.1270	1	89	722	810
BnaC02LNG0005200	 365	BnaC02g24470D	 57	-6.11	 -0.4700	2	58	1	57
BnaC02LNG0005200	 365	BnaC02g24490D	 357	-10.89	 -0.1534	1	92	266	357
BnaC02LNG0005200	 365	BnaC02g24510D	 1068	-5.96	 -0.2483	317	365	1	49
BnaC02LNG0005200	 365	BnaC02g24520D	 186	-6.03	 -0.1256	1	62	125	186
BnaC02LNG0005400	 1262	BnaC02g25760D	 261	-12.55	 -0.1630	1111	1262	1	152
BnaC02LNG0005900	 325	BnaC02g26450D	 480	-5.19	 -0.1298	253	325	1	73
BnaC02LNG0005900	 325	BnaC02g26530D	 60	-3.66	 -0.1743	209	268	1	60
BnaC02LNG0005900	 325	BnaC02g26540D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26550D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26560D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26570D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26580D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26590D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26600D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26610D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26620D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26630D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26640D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26650D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26660D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26670D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26680D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0005900	 325	BnaC02g26690D	 231	-5.85	 -0.1045	243	325	1	83
BnaC02LNG0006900	 843	BnaC02g30420D	 96	-10.07	 -0.1157	70	165	1	96
BnaC02LNG0007000	 1402	BnaC02g31240D	 54	-10.50	 -0.6176	552	605	1	54
BnaC02LNG0007100	 551	BnaC02g31240D	 54	-7.00	 -0.8750	361	414	1	54
BnaC02LNG0007200	 787	BnaC02g31980D	 162	-14.84	 -0.1169	510	671	1	162
BnaC02LNG0007300	 1390	BnaC02g37130D	 147	-14.69	 -0.1088	866	1012	1	147
BnaC02LNG0008200	 3845	BnaC02g46510D	 177	-13.12	 -0.1017	3198	3374	1	177
BnaC02LNG0008900	 545	BnaC02g48320D	 96	-12.74	 -0.1655	260	355	1	96
BnaC02LNG0009100	 608	BnaC02g48680D	 57	-6.35	 -0.2352	180	236	1	57
BnaC03LNG0000200	 518	BnaC03g03310D	 345	-5.89	 -0.1033	1	77	269	345
BnaC03LNG0000600	 1326	BnaC03g12180D	 117	-13.45	 -0.1401	930	1046	1	117
BnaC03LNG0001000	 595	BnaC03g14550D	 150	-10.50	 -0.1235	402	551	1	150
BnaC03LNG0001100	 602	BnaC03g15110D	 246	-13.37	 -0.1013	462	602	1	141
BnaC03LNG0001500	 599	BnaC03g15420D	 156	-13.60	 -0.1193	482	599	1	118
BnaC03LNG0001500	 599	BnaC03g15490D	 165	-14.43	 -0.1077	418	582	1	165
BnaC03LNG0001600	 849	BnaC03g15890D	 618	-11.19	 -0.1865	1	105	514	618
BnaC03LNG0001900	 1642	BnaC03g18180D	 42	-5.37	 -0.1627	1120	1161	1	42
BnaC03LNG0001900	 1642	BnaC03g18210D	 222	-22.45	 -0.1182	881	1102	1	222
BnaC03LNG0002000	 1516	BnaC03g18370D	 93	-10.06	 -0.1829	1071	1163	1	93
BnaC03LNG0002100	 862	BnaC03g18500D	 129	-12.36	 -0.1005	436	564	1	129
BnaC03LNG0002400	 700	BnaC03g20370D	 105	-8.53	 -0.1040	243	347	1	105
BnaC03LNG0002400	 700	BnaC03g20380D	 84	-8.37	 -0.1249	377	460	1	84
BnaC03LNG0002500	 9252	BnaC03g20370D	 105	-11.39	 -0.1252	885	989	1	105
BnaC03LNG0002500	 9252	BnaC03g20380D	 84	-10.46	 -0.1609	8993	9076	1	84
BnaC03LNG0002500	 9252	BnaC03g20390D	 183	-15.47	 -0.1045	505	687	1	183
BnaC03LNG0002500	 9252	BnaC03g20430D	 162	-16.92	 -0.1058	5919	6080	1	162
BnaC03LNG0002800	 2329	BnaC03g20840D	 174	-17.52	 -0.1160	245	418	1	174
BnaC03LNG0002800	 2329	BnaC03g20850D	 264	-25.39	 -0.1144	234	497	1	264
BnaC03LNG0003000	 1361	BnaC03g21000D	 684	-171.77	 -0.2607	226	909	1	684
BnaC03LNG0003000	 1361	BnaC03g21040D	 78	-9.94	 -0.1685	41	118	1	78
BnaC03LNG0003100	 781	BnaC03g21260D	 1080	-524.93	 -262.4650	298	781	1	484
BnaC03LNG0003100	 781	BnaC03g21280D	 186	-16.47	 -0.1211	328	513	1	186
BnaC03LNG0003100	 781	BnaC03g21450D	 153	-11.77	 -0.1032	109	261	1	153
BnaC03LNG0003100	 781	BnaC03g21470D	 219	-16.37	 -0.1099	334	552	1	219
BnaC03LNG0003200	 406	BnaC03g21630D	 1344	-8.10	 -0.4765	1	59	1286	1344
BnaC03LNG0003200	 406	BnaC03g21640D	 324	-6.26	 -0.1138	328	406	1	79
BnaC03LNG0003200	 406	BnaC03g21680D	 159	-6.23	 -0.1888	365	406	1	42
BnaC03LNG0003700	 1116	BnaC03g22730D	 189	-11.79	 -0.1072	1	117	73	189
BnaC03LNG0004000	 536	BnaC03g22890D	 210	-9.94	 -0.1117	1	109	102	210
BnaC03LNG0004100	 648	BnaC03g23000D	 189	-12.51	 -0.1303	228	416	1	189
BnaC03LNG0004500	 620	BnaC03g23380D	 1599	-8.49	 -0.1230	476	620	1	145
BnaC03LNG0004500	 620	BnaC03g23490D	 693	-10.45	 -0.1112	508	620	1	113
BnaC03LNG0004900	 2502	BnaC03g24030D	 153	-15.15	 -0.1156	587	739	1	153
BnaC03LNG0005000	 1211	BnaC03g24110D	 117	-11.23	 -0.1059	869	985	1	117
BnaC03LNG0005100	 510	BnaC03g24080D	 177	-8.85	 -0.1212	411	510	1	100
BnaC03LNG0005100	 510	BnaC03g24110D	 117	-9.07	 -0.1019	280	396	1	117
BnaC03LNG0005300	 885	BnaC03g26420D	 339	-26.17	 -0.1007	616	885	1	270
BnaC03LNG0005300	 885	BnaC03g26440D	 177	-13.17	 -0.1197	648	824	1	177
BnaC03LNG0005500	 502	BnaC03g27310D	 129	-9.60	 -0.1091	1	116	14	129
BnaC03LNG0005500	 502	BnaC03g27320D	 99	-8.53	 -0.1273	71	169	1	99
BnaC03LNG0006000	 3887	BnaC03g29040D	 243	-277.32	 -138.6600	3573	3815	1	243
BnaC03LNG0006400	 2090	BnaC03g30040D	 2145	-98.84	 -0.1167	1	862	1284	2145
BnaC03LNG0006500	 692	BnaC03g30310D	 573	-19.04	 -0.1261	1	159	415	573
BnaC03LNG0006800	 434	BnaC03g32250D	 426	-11.29	 -0.1486	350	434	1	85
BnaC03LNG0006800	 434	BnaC03g32300D	 144	-8.91	 -0.5241	353	434	1	82
BnaC03LNG0006800	 434	BnaC03g32320D	 378	-12.63	 -0.1044	1	160	219	378
BnaC03LNG0006900	 748	BnaC03g36900D	 186	-16.85	 -0.1015	427	612	1	186
BnaC03LNG0006900	 748	BnaC03g36930D	 192	-126.79	 -0.6928	443	634	1	192
BnaC03LNG0006900	 748	BnaC03g37020D	 69	-9.16	 -0.3664	463	531	1	69
BnaC03LNG0007000	 1198	BnaC03g37940D	 39	-7.98	 -0.2157	426	464	1	39
BnaC03LNG0007100	 1358	BnaC03g37940D	 39	-8.15	 -0.3260	975	1013	1	39
BnaC03LNG0007100	 1358	BnaC03g37990D	 132	-10.78	 -0.1159	1	125	8	132
BnaC03LNG0007200	 271	BnaC03g39270D	 330	-15.37	 -0.1464	1	160	171	330
BnaC03LNG0007300	 271	BnaC03g39430D	 219	-10.15	 -0.1253	165	271	1	107
BnaC03LNG0007500	 365	BnaC03g40320D	 78	-8.56	 -0.1278	267	344	1	78
BnaC03LNG0008400	 2571	BnaC03g46200D	 213	-16.60	 -0.1071	1955	2167	1	213
BnaC03LNG0008500	 502	BnaC03g46630D	 252	-17.61	 -0.1182	341	502	1	162
BnaC03LNG0008600	 1663	BnaC03g46990D	 153	-20.86	 -0.1557	876	1028	1	153
BnaC03LNG0008700	 270	BnaC03g47160D	 300	-5.81	 -0.1383	201	270	1	70
BnaC03LNG0008700	 270	BnaC03g47240D	 90	-5.87	 -0.1726	196	270	1	75
BnaC03LNG0008800	 1091	BnaC03g47230D	 546	-17.46	 -0.1098	1	243	304	546
BnaC03LNG0008800	 1091	BnaC03g47240D	 90	-11.17	 -0.1619	772	861	1	90
BnaC03LNG0009000	 1127	BnaC03g47430D	 90	-8.10	 -0.1157	743	832	1	90
BnaC03LNG0009100	 1092	BnaC03g48200D	 51	-8.00	 -0.3333	895	945	1	51
BnaC03LNG0009200	 1986	BnaC03g48200D	 51	-4.48	 -0.2133	46	96	1	51
BnaC03LNG0009400	 364	BnaC03g48760D	 135	-9.85	 -0.1145	269	364	1	96
BnaC03LNG0009500	 388	BnaC03g49090D	 333	-7.65	 -0.3060	351	388	1	38
BnaC03LNG0009500	 388	BnaC03g49100D	 219	-9.42	 -0.1058	233	388	1	156
BnaC03LNG0009900	 1625	BnaC03g50850D	 123	-12.02	 -0.2404	809	931	1	123
BnaC03LNG0010000	 1111	BnaC03g50850D	 123	-12.37	 -0.1422	544	666	1	123
BnaC03LNG0010000	 1111	BnaC03g50900D	 231	-10.11	 -0.1714	1	111	121	231
BnaC03LNG0010200	 652	BnaC03g52590D	 66	-8.16	 -0.2632	34	99	1	66
BnaC03LNG0010300	 594	BnaC03g52590D	 66	-11.21	 -0.3030	302	367	1	66
BnaC03LNG0010500	 586	BnaC03g53540D	 66	-7.07	 -0.1504	281	346	1	66
BnaC03LNG0010600	 387	BnaC03g53720D	 93	-9.05	 -0.1926	39	131	1	93
BnaC03LNG0010700	 429	BnaC03g53800D	 147	-5.10	 -0.1308	382	429	1	48
BnaC03LNG0011100	 2696	BnaC03g54640D	 180	-13.79	 -0.1037	2012	2191	1	180
BnaC03LNG0011100	 2696	BnaC03g54670D	 153	-14.27	 -0.1189	1504	1656	1	153
BnaC03LNG0011100	 2696	BnaC03g54680D	 276	-24.66	 -0.1002	265	540	1	276
BnaC03LNG0011100	 2696	BnaC03g54700D	 222	-16.19	 -0.1236	1452	1673	1	222
BnaC03LNG0011300	 1675	BnaC03g55070D	 75	-9.54	 -0.2327	736	810	1	75
BnaC03LNG0011500	 571	BnaC03g55770D	 60	-4.47	 -0.1208	259	318	1	60
BnaC03LNG0011700	 769	BnaC03g57340D	 336	-16.90	 -0.1158	1	186	151	336
BnaC03LNG0011700	 769	BnaC03g57390D	 351	-22.64	 -0.1641	1	156	196	351
BnaC03LNG0011700	 769	BnaC03g57400D	 222	-15.36	 -0.1200	1	144	79	222
BnaC03LNG0011700	 769	BnaC03g57440D	 231	-12.07	 -0.1172	659	769	1	111
BnaC03LNG0011800	 1214	BnaC03g58670D	 51	-7.44	 -0.2566	377	427	1	51
BnaC03LNG0012200	 758	BnaC03g60680D	 168	-15.96	 -0.1319	301	468	1	168
BnaC03LNG0012800	 309	BnaC03g63730D	 246	-18.69	 -0.1395	160	309	1	150
BnaC03LNG0013300	 4759	BnaC03g67180D	 66	-9.12	 -0.1940	853	918	1	66
BnaC03LNG0013400	 448	BnaC03g67760D	 561	-9.45	 -0.1050	1	92	470	561
BnaC03LNG0014000	 1379	BnaC03g68720D	 87	-12.05	 -0.1565	603	689	1	87
BnaC03LNG0014100	 936	BnaC03g69150D	 156	-14.30	 -0.1007	61	216	1	156
BnaC03LNG0014200	 517	BnaC03g69260D	 456	-15.50	 -0.1062	324	517	1	194
BnaC03LNG0014300	 1197	BnaC03g69140D	 168	-13.81	 -0.1001	199	366	1	168
BnaC03LNG0014600	 6919	BnaC03g70360D	 129	-11.82	 -0.1170	3750	3878	1	129
BnaC03LNG0014800	 1070	BnaC03g71440D	 396	-23.62	 -0.1256	1	192	205	396
BnaC03LNG0015100	 2257	BnaC03g74350D	 123	-8.82	 -0.1038	1692	1814	1	123
BnaC03LNG0015100	 2257	BnaC03g74410D	 198	-17.06	 -0.1115	1806	2003	1	198
BnaC03LNG0015300	 265	BnaC03g75180D	 600	-9.25	 -0.3426	238	265	1	28
BnaC03LNG0015300	 265	BnaC03g75220D	 303	-3.02	 -0.6040	1	19	285	303
BnaC04LNG0000400	 526	BnaC04g03830D	 513	-17.66	 -0.5352	480	526	1	47
BnaC04LNG0000700	 476	BnaC04g03960D	 255	-15.28	 -0.1194	1	163	93	255
BnaC04LNG0000700	 476	BnaC04g04030D	 105	-10.27	 -0.1059	35	139	1	105
BnaC04LNG0000800	 339	BnaC04g05210D	 309	-8.45	 -0.1320	1	127	183	309
BnaC04LNG0000800	 339	BnaC04g05270D	 1611	-17.71	 -0.1018	106	339	1	234
BnaC04LNG0000900	 469	BnaC04g06190D	 258	-9.87	 -0.4112	1	81	178	258
BnaC04LNG0001100	 2456	BnaC04g10140D	 273	-121.80	 -0.4739	2076	2348	1	273
BnaC04LNG0001300	 1344	BnaC04g13690D	 234	-21.51	 -0.1034	244	477	1	234
BnaC04LNG0001300	 1344	BnaC04g13720D	 87	-11.48	 -0.1453	256	342	1	87
BnaC04LNG0001500	 2864	BnaC04g13960D	 102	-10.99	 -0.1374	1780	1881	1	102
BnaC04LNG0001600	 1143	BnaC04g13960D	 102	-9.93	 -0.1003	931	1032	1	102
BnaC04LNG0001700	 371	BnaC04g14020D	 258	-10.73	 -0.2900	326	371	1	46
BnaC04LNG0001800	 244	BnaC04g14910D	 273	-7.15	 -0.1324	124	244	1	121
BnaC04LNG0002000	 13397	BnaC04g14890D	 210	-20.17	 -0.1327	7884	8093	1	210
BnaC04LNG0002200	 885	BnaC04g15500D	 162	-11.93	 -0.1115	42	203	1	162
BnaC04LNG0002200	 885	BnaC04g15510D	 60	-6.55	 -0.1129	174	233	1	60
BnaC04LNG0002300	 422	BnaC04g15510D	 60	-4.57	 -0.2285	283	342	1	60
BnaC04LNG0002500	 237	BnaC04g16330D	 48	-3.04	 -0.5067	28	75	1	48
BnaC04LNG0002600	 817	BnaC04g16330D	 48	-5.55	 -0.7929	419	466	1	48
BnaC04LNG0002700	 594	BnaC04g16580D	 51	-5.06	 -0.1205	384	434	1	51
BnaC04LNG0002700	 594	BnaC04g16610D	 54	-6.18	 -0.1471	94	147	1	54
BnaC04LNG0002700	 594	BnaC04g16620D	 75	-6.94	 -0.1068	236	310	1	75
BnaC04LNG0003600	 6918	BnaC04g19360D	 69	-9.07	 -0.2519	3878	3946	1	69
BnaC04LNG0003700	 1260	BnaC04g19440D	 408	-295.87	 -0.7324	642	1049	1	408
BnaC04LNG0003800	 1517	BnaC04g20010D	 69	-7.43	 -0.1198	1092	1160	1	69
BnaC04LNG0003800	 1517	BnaC04g20020D	 198	-13.21	 -0.1179	1080	1277	1	198
BnaC04LNG0004200	 294	BnaC04g23310D	 417	-9.48	 -0.1019	160	294	1	135
BnaC04LNG0004200	 294	BnaC04g23350D	 96	-5.53	 -0.1043	227	294	1	68
BnaC04LNG0004600	 476	BnaC04g27820D	 189	-10.66	 -0.1211	1	90	100	189
BnaC04LNG0004700	 2828	BnaC04g27910D	 201	-21.02	 -0.1383	2400	2600	1	201
BnaC04LNG0004700	 2828	BnaC04g27940D	 204	-15.43	 -0.1169	2607	2810	1	204
BnaC04LNG0004800	 700	BnaC04g28100D	 441	-9.38	 -0.1340	1	96	346	441
BnaC04LNG0005100	 801	BnaC04g30300D	 162	-17.64	 -0.1124	447	608	1	162
BnaC04LNG0005100	 801	BnaC04g30310D	 138	-12.58	 -0.1297	133	270	1	138
BnaC04LNG0005100	 801	BnaC04g30350D	 66	-9.62	 -0.1552	152	217	1	66
BnaC04LNG0005200	 286	BnaC04g30530D	 849	-5.94	 -0.2376	257	286	1	30
BnaC04LNG0005400	 902	BnaC04g32620D	 81	-8.60	 -0.1509	627	707	1	81
BnaC04LNG0005400	 902	BnaC04g32680D	 396	-10.10	 -0.1278	1	150	247	396
BnaC04LNG0006000	 879	BnaC04g35360D	 108	-7.90	 -0.1082	571	678	1	108
BnaC04LNG0006000	 879	BnaC04g35370D	 39	-6.37	 -0.1820	566	604	1	39
BnaC04LNG0006200	 838	BnaC04g35540D	 69	-6.59	 -0.1030	271	339	1	69
BnaC04LNG0006200	 838	BnaC04g35570D	 99	-8.14	 -0.1071	653	751	1	99
BnaC04LNG0006800	 2756	BnaC04g40930D	 96	-11.10	 -0.2135	500	595	1	96
BnaC04LNG0006900	 299	BnaC04g40900D	 213	-5.46	 -0.1030	1	75	139	213
BnaC04LNG0006900	 299	BnaC04g41020D	 177	-4.11	 -0.3162	1	28	150	177
BnaC04LNG0007000	 1651	BnaC04g41250D	 111	-10.69	 -0.1038	294	404	1	111
BnaC04LNG0007100	 375	BnaC04g41840D	 54	-5.73	 -0.1364	3	56	1	54
BnaC04LNG0007100	 375	BnaC04g41860D	 201	-9.15	 -0.1726	1	83	119	201
BnaC04LNG0007100	 375	BnaC04g41880D	 210	-9.53	 -0.1305	1	84	127	210
BnaC04LNG0007200	 2117	BnaC04g41880D	 210	-19.52	 -0.1038	1566	1775	1	210
BnaC04LNG0007300	 455	BnaC04g42590D	 246	-7.30	 -0.1460	1	107	140	246
BnaC04LNG0007500	 1367	BnaC04g44830D	 273	-11.33	 -0.1857	1294	1367	1	74
BnaC04LNG0007600	 6608	BnaC04g45490D	 363	-33.32	 -0.1048	2933	3295	1	363
BnaC04LNG0007900	 1636	BnaC04g47090D	 192	-16.53	 -0.1172	1185	1376	1	192
BnaC04LNG0008300	 695	BnaC04g50220D	 93	-11.06	 -0.1728	1	88	6	93
BnaC04LNG0008600	 491	BnaC04g52690D	 171	-6.94	 -0.1052	414	491	1	78
BnaC04LNG0008600	 491	BnaC04g52700D	 282	-7.13	 -0.1584	437	491	1	55
BnaC04LNG0008600	 491	BnaC04g52740D	 624	-5.92	 -0.1233	408	491	1	84
BnaC04LNG0008600	 491	BnaC04g52790D	 525	-4.44	 -0.2960	437	491	1	55
BnaC04LNG0008600	 491	BnaC04g52840D	 783	-5.86	 -0.9767	454	491	1	38
BnaC04LNG0008800	 1532	BnaC04g53400D	 171	-12.91	 -0.1207	641	811	1	171
BnaC04LNG0008800	 1532	BnaC04g53470D	 39	-7.48	 -0.4675	433	471	1	39
BnaC04LNG0008800	 1532	BnaC04g53530D	 183	-20.97	 -0.1178	655	837	1	183
BnaC04LNG0008900	 1293	BnaC04g53680D	 99	-8.51	 -0.1105	493	591	1	99
BnaC04LNG0009000	 563	BnaC04g53790D	 87	-6.93	 -0.1444	149	235	1	87
BnaC04LNG0009000	 563	BnaC04g53830D	 69	-8.31	 -0.1568	125	193	1	69
BnaC04LNG0009000	 563	BnaC04g53840D	 93	-8.97	 -0.1094	302	394	1	93
BnaC04LNG0009100	 1969	BnaC04g53890D	 135	-16.54	 -0.1323	1057	1191	1	135
BnaC04LNG0009100	 1969	BnaC04g53950D	 123	-13.84	 -0.1521	1455	1577	1	123
BnaC04LNG0009100	 1969	BnaC04g54020D	 135	-11.41	 -0.1268	706	840	1	135
BnaC04LNG0009200	 532	BnaC04g54080D	 114	-10.21	 -0.1230	287	400	1	114
BnaC04LNG0009200	 532	BnaC04g54090D	 75	-9.02	 -0.1479	368	442	1	75
BnaC04LNG0009200	 532	BnaC04g54130D	 225	-10.55	 -0.1675	387	532	1	146
BnaC04LNG0009400	 1592	BnaC04g55310D	 99	-10.25	 -0.1971	1198	1296	1	99
BnaC04LNG0009600	 791	BnaC04g56050D	 273	-26.21	 -0.1101	221	493	1	273
BnaC05LNG0000100	 215	BnaC05g01560D	 372	-6.28	 -0.1903	162	215	1	54
BnaC05LNG0000100	 215	BnaC05g01580D	 189	-6.20	 -0.1265	151	215	1	65
BnaC05LNG0000100	 215	BnaC05g01810D	 216	-7.82	 -0.1016	134	215	1	82
BnaC05LNG0000200	 942	BnaC05g03800D	 66	-6.76	 -0.1056	148	213	1	66
BnaC05LNG0000300	 641	BnaC05g06410D	 345	-12.43	 -0.1072	471	641	1	171
BnaC05LNG0000500	 1878	BnaC05g07720D	 45	-7.04	 -0.2271	698	742	1	45
BnaC05LNG0000700	 669	BnaC05g08530D	 207	-17.87	 -0.1033	151	357	1	207
BnaC05LNG0000900	 2718	BnaC05g10690D	 225	-21.10	 -0.1005	1218	1442	1	225
BnaC05LNG0001200	 671	BnaC05g12630D	 36	-5.52	 -0.1725	357	392	1	36
BnaC05LNG0001400	 1285	BnaC05g14480D	 51	-5.46	 -0.1476	266	316	1	51
BnaC05LNG0001500	 2226	BnaC05g14400D	 174	-12.04	 -0.1020	529	702	1	174
BnaC05LNG0001500	 2226	BnaC05g14450D	 135	-11.18	 -0.1085	462	596	1	135
BnaC05LNG0001500	 2226	BnaC05g14480D	 51	-6.65	 -0.1415	61	111	1	51
BnaC05LNG0001600	 3621	BnaC05g16250D	 1101	-155.51	 -0.1463	1705	2805	1	1101
BnaC05LNG0001700	 1137	BnaC05g16870D	 153	-8.12	 -0.1144	1035	1137	1	103
BnaC05LNG0001700	 1137	BnaC05g16950D	 96	-10.08	 -0.1652	810	905	1	96
BnaC05LNG0001900	 399	BnaC05g17650D	 156	-9.94	 -0.1143	169	324	1	156
BnaC05LNG0002000	 982	BnaC05g17980D	 51	-5.67	 -0.1417	677	727	1	51
BnaC05LNG0002100	 944	BnaC05g17980D	 51	-6.68	 -0.1629	518	568	1	51
BnaC05LNG0002400	 1292	BnaC05g19410D	 96	-10.19	 -0.1670	1077	1172	1	96
BnaC05LNG0002400	 1292	BnaC05g19450D	 159	-14.78	 -0.1048	708	866	1	159
BnaC05LNG0002600	 1631	BnaC05g20150D	 231	-19.65	 -0.1051	705	935	1	231
BnaC05LNG0003100	 1773	BnaC05g20930D	 99	-14.89	 -0.2190	568	666	1	99
BnaC05LNG0003100	 1773	BnaC05g20970D	 198	-22.92	 -0.1424	878	1075	1	198
BnaC05LNG0003200	 320	BnaC05g20930D	 99	-5.41	 -0.1803	1	52	48	99
BnaC05LNG0003200	 320	BnaC05g20930D	 99	-5.41	 -0.1803	1	52	48	99
BnaC05LNG0003300	 879	BnaC05g20930D	 99	-11.26	 -0.1185	671	769	1	99
BnaC05LNG0003700	 1163	BnaC05g23250D	 186	-15.13	 -0.1427	792	977	1	186
BnaC05LNG0003900	 217	BnaC05g24050D	 1803	-20.20	 -0.1181	1	217	1070	1286
BnaC05LNG0003900	 217	BnaC05g24060D	 114	-10.59	 -0.1177	27	140	1	114
BnaC05LNG0004300	 3597	BnaC05g24730D	 270	-16.54	 -0.1313	3429	3597	1	169
BnaC05LNG0004700	 1386	BnaC05g25210D	 582	-218.97	 -0.3862	702	1283	1	582
BnaC05LNG0004700	 1386	BnaC05g25260D	 213	-23.64	 -0.1159	1001	1213	1	213
BnaC05LNG0004700	 1386	BnaC05g25270D	 219	-24.06	 -0.1140	1027	1245	1	219
BnaC05LNG0005000	 480	BnaC05g26250D	 213	-17.95	 -0.1143	22	234	1	213
BnaC05LNG0005700	 1096	BnaC05g28260D	 165	-12.92	 -0.1114	186	350	1	165
BnaC05LNG0006200	 3833	BnaC05g30100D	 201	-13.40	 -0.1047	2511	2711	1	201
BnaC05LNG0006200	 3833	BnaC05g30130D	 189	-16.57	 -0.1083	2464	2652	1	189
BnaC05LNG0006400	 741	BnaC05g30370D	 54	-6.53	 -0.4353	471	524	1	54
BnaC05LNG0006700	 234	BnaC05g31560D	 552	-29.45	 -0.1363	1	234	8	241
BnaC05LNG0006900	 7388	BnaC05g32710D	 87	-10.99	 -0.1391	5931	6017	1	87
BnaC05LNG0006900	 7388	BnaC05g32740D	 39	-8.06	 -0.2303	2151	2189	1	39
BnaC05LNG0007000	 1767	BnaC05g32950D	 78	-10.54	 -0.1506	1023	1100	1	78
BnaC05LNG0007200	 1808	BnaC05g37400D	 177	-13.95	 -0.1192	467	643	1	177
BnaC05LNG0007300	 396	BnaC05g39230D	 93	-9.95	 -0.1843	70	162	1	93
BnaC05LNG0007500	 362	BnaC05g42610D	 105	-8.68	 -0.1021	260	362	1	103
BnaC05LNG0007700	 369	BnaC05g45890D	 321	-16.42	 -0.1073	1	258	64	321
BnaC05LNG0008000	 1347	BnaC05g48860D	 1161	-255.75	 -0.2210	188	1347	1	1160
BnaC05LNG0008700	 1012	BnaC05g51910D	 90	-9.92	 -0.1459	507	596	1	90
BnaC06LNG0000700	 932	BnaC06g03940D	 162	-14.97	 -0.1160	1	135	28	162
BnaC06LNG0000700	 932	BnaC06g03970D	 237	-22.24	 -0.1112	421	657	1	237
BnaC06LNG0000900	 1278	BnaC06g04450D	 96	-9.13	 -0.1985	1151	1246	1	96
BnaC06LNG0001000	 2107	BnaC06g04880D	 132	-13.61	 -0.1204	1503	1634	1	132
BnaC06LNG0001100	 1351	BnaC06g05790D	 117	-18.01	 -0.1819	636	752	1	117
BnaC06LNG0001100	 1351	BnaC06g05900D	 183	-16.48	 -0.1084	1153	1335	1	183
BnaC06LNG0001300	 665	BnaC06g06020D	 123	-12.21	 -0.1141	334	456	1	123
BnaC06LNG0001400	 560	BnaC06g06300D	 78	-8.34	 -0.1367	131	208	1	78
BnaC06LNG0001600	 373	BnaC06g07050D	 423	-14.27	 -0.1151	1	149	275	423
BnaC06LNG0002000	 528	BnaC06g08020D	 159	-11.90	 -0.1608	439	528	1	90
BnaC06LNG0002300	 905	BnaC06g08750D	 69	-9.67	 -0.1535	274	342	1	69
BnaC06LNG0002400	 820	BnaC06g08750D	 69	-11.71	 -0.2602	548	616	1	69
BnaC06LNG0002700	 2730	BnaC06g09350D	 321	-157.22	 -0.5105	577	897	1	321
